Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Nordeste;Maranhão;Feminino;26 a 30;D-Condutor Ônibus;33
Nordeste;Maranhão;Feminino;26 a 30;E-Condutor Carreta;2
Nordeste;Maranhão;Feminino;31 a 40;A-Condutor Moto;8214
Nordeste;Maranhão;Feminino;31 a 40;AB-Condutor Moto/Carro;32924
Nordeste;Maranhão;Feminino;31 a 40;AC-Condutor Moto/Caminhão;3
Nordeste;Maranhão;Feminino;31 a 40;AD-Condutor Moto/Ônibus;473
Nordeste;Maranhão;Feminino;31 a 40;AE-Condutor Moto/Carreta;39
Nordeste;Maranhão;Feminino;31 a 40;B-Condutor Carro;45399
Nordeste;Maranhão;Feminino;31 a 40;D-Condutor Ônibus;145
Nordeste;Maranhão;Feminino;31 a 40;E-Condutor Carreta;4
Nordeste;Maranhão;Feminino;41 a 50;A-Condutor Moto;4617
Nordeste;Maranhão;Feminino;41 a 50;AB-Condutor Moto/Carro;17295
Nordeste;Maranhão;Feminino;41 a 50;AC-Condutor Moto/Caminhão;53
Nordeste;Maranhão;Feminino;41 a 50;AD-Condutor Moto/Ônibus;337
Nordeste;Maranhão;Feminino;41 a 50;AE-Condutor Moto/Carreta;34
Nordeste;Maranhão;Feminino;41 a 50;B-Condutor Carro;37021
Nordeste;Maranhão;Feminino;41 a 50;C-Condutor Caminhão;24
Nordeste;Maranhão;Feminino;41 a 50;D-Condutor Ônibus;256
Nordeste;Maranhão;Feminino;41 a 50;E-Condutor Carreta;16
Nordeste;Maranhão;Feminino;51 a 60;A-Condutor Moto;1533
Nordeste;Maranhão;Feminino;51 a 60;AB-Condutor Moto/Carro;5571
Nordeste;Maranhão;Feminino;51 a 60;AC-Condutor Moto/Caminhão;87
Nordeste;Maranhão;Feminino;51 a 60;AD-Condutor Moto/Ônibus;95
Nordeste;Maranhão;Feminino;51 a 60;AE-Condutor Moto/Carreta;15
Nordeste;Maranhão;Feminino;51 a 60;B-Condutor Carro;23234
Nordeste;Maranhão;Feminino;51 a 60;C-Condutor Caminhão;82
Nordeste;Maranhão;Feminino;51 a 60;D-Condutor Ônibus;207
Nordeste;Maranhão;Feminino;51 a 60;E-Condutor Carreta;10
Nordeste;Maranhão;Feminino;61 a 70;A-Condutor Moto;199
Nordeste;Maranhão;Feminino;61 a 70;AB-Condutor Moto/Carro;1044
Nordeste;Maranhão;Feminino;61 a 70;AC-Condutor Moto/Caminhão;41
Nordeste;Maranhão;Feminino;61 a 70;AD-Condutor Moto/Ônibus;31
Nordeste;Maranhão;Feminino;61 a 70;AE-Condutor Moto/Carreta;4
Nordeste;Maranhão;Feminino;61 a 70;B-Condutor Carro;13257
Nordeste;Maranhão;Feminino;61 a 70;C-Condutor Caminhão;87
Nordeste;Maranhão;Feminino;61 a 70;D-Condutor Ônibus;105
Nordeste;Maranhão;Feminino;61 a 70;E-Condutor Carreta;5
Nordeste;Maranhão;Feminino;71 a 80;A-Condutor Moto;17
Nordeste;Maranhão;Feminino;71 a 80;AB-Condutor Moto/Carro;105
Nordeste;Maranhão;Feminino;71 a 80;AC-Condutor Moto/Caminhão;3
Nordeste;Maranhão;Feminino;71 a 80;B-Condutor Carro;4941
Nordeste;Maranhão;Feminino;71 a 80;C-Condutor Caminhão;20
Nordeste;Maranhão;Feminino;71 a 80;D-Condutor Ônibus;20
Nordeste;Maranhão;Feminino;71 a 80;E-Condutor Carreta;2
Nordeste;Maranhão;Feminino;81 a 90;AB-Condutor Moto/Carro;8
Nordeste;Maranhão;Feminino;81 a 90;AD-Condutor Moto/Ônibus;2
Nordeste;Maranhão;Feminino;81 a 90;B-Condutor Carro;1222
Nordeste;Maranhão;Feminino;81 a 90;C-Condutor Caminhão;9
Nordeste;Maranhão;Feminino;81 a 90;D-Condutor Ônibus;2
Nordeste;Maranhão;Feminino;91 a 100;B-Condutor Carro;254
Nordeste;Maranhão;Feminino;101 a 120;B-Condutor Carro;13
Nordeste;Paraíba;Masculino;18 a 21;A-Condutor Moto;249
Nordeste;Paraíba;Masculino;18 a 21;AB-Condutor Moto/Carro;10554
Nordeste;Paraíba;Masculino;18 a 21;AC-Condutor Moto/Caminhão;38
Nordeste;Paraíba;Masculino;18 a 21;AD-Condutor Moto/Ônibus;39
Nordeste;Paraíba;Masculino;18 a 21;AE-Condutor Moto/Carreta;2
Nordeste;Paraíba;Masculino;18 a 21;B-Condutor Carro;3044
Nordeste;Paraíba;Masculino;18 a 21;C-Condutor Caminhão;5
Nordeste;Paraíba;Masculino;22 a 25;A-Condutor Moto;1510
Nordeste;Paraíba;Masculino;22 a 25;AB-Condutor Moto/Carro;27913
Nordeste;Paraíba;Masculino;22 a 25;AC-Condutor Moto/Caminhão;91
Nordeste;Paraíba;Masculino;22 a 25;AD-Condutor Moto/Ônibus;1299
Nordeste;Paraíba;Masculino;22 a 25;AE-Condutor Moto/Carreta;95
Nordeste;Paraíba;Masculino;22 a 25;B-Condutor Carro;7866
Nordeste;Paraíba;Masculino;22 a 25;C-Condutor Caminhão;10
Nordeste;Paraíba;Masculino;22 a 25;D-Condutor Ônibus;79
Nordeste;Paraíba;Masculino;22 a 25;E-Condutor Carreta;3
Nordeste;Paraíba;Masculino;22 a 25;X-Condutor Ciclomotor;1
Nordeste;Paraíba;Masculino;26 a 30;A-Condutor Moto;3334
Nordeste;Paraíba;Masculino;26 a 30;AB-Condutor Moto/Carro;45157
Nordeste;Paraíba;Masculino;26 a 30;AC-Condutor Moto/Caminhão;208
Nordeste;Paraíba;Masculino;26 a 30;AD-Condutor Moto/Ônibus;4342
Nordeste;Paraíba;Masculino;26 a 30;AE-Condutor Moto/Carreta;508
Nordeste;Paraíba;Masculino;26 a 30;B-Condutor Carro;12957
Nordeste;Paraíba;Masculino;26 a 30;C-Condutor Caminhão;21
Nordeste;Paraíba;Masculino;26 a 30;D-Condutor Ônibus;307
Nordeste;Paraíba;Masculino;26 a 30;E-Condutor Carreta;35
Nordeste;Paraíba;Masculino;31 a 40;A-Condutor Moto;8953
Nordeste;Paraíba;Masculino;31 a 40;AB-Condutor Moto/Carro;98628
Nordeste;Paraíba;Masculino;31 a 40;AC-Condutor Moto/Caminhão;1359
Nordeste;Paraíba;Masculino;31 a 40;AD-Condutor Moto/Ônibus;18784
Nordeste;Paraíba;Masculino;31 a 40;AE-Condutor Moto/Carreta;3664
Nordeste;Paraíba;Masculino;31 a 40;B-Condutor Carro;31009
Nordeste;Paraíba;Masculino;31 a 40;C-Condutor Caminhão;199
Nordeste;Paraíba;Masculino;31 a 40;D-Condutor Ônibus;2210
Nordeste;Paraíba;Masculino;31 a 40;E-Condutor Carreta;469
Nordeste;Paraíba;Masculino;31 a 40;X-Condutor Ciclomotor;7
Nordeste;Paraíba;Masculino;31 a 40;XB-Condutor Ciclomotor/Carro;2
Nordeste;Paraíba;Masculino;41 a 50;A-Condutor Moto;6514
Nordeste;Paraíba;Masculino;41 a 50;AB-Condutor Moto/Carro;64968
Nordeste;Paraíba;Masculino;41 a 50;AC-Condutor Moto/Caminhão;2635
Nordeste;Paraíba;Masculino;41 a 50;AD-Condutor Moto/Ônibus;16451
Nordeste;Paraíba;Masculino;41 a 50;AE-Condutor Moto/Carreta;3961
Nordeste;Paraíba;Masculino;41 a 50;B-Condutor Carro;33249
Nordeste;Paraíba;Masculino;41 a 50;C-Condutor Caminhão;1020
Nordeste;Paraíba;Masculino;41 a 50;D-Condutor Ônibus;5329
Nordeste;Paraíba;Masculino;41 a 50;E-Condutor Carreta;1436
Nordeste;Paraíba;Masculino;41 a 50;X-Condutor Ciclomotor;3
Nordeste;Paraíba;Masculino;41 a 50;XB-Condutor Ciclomotor/Carro;1
Nordeste;Paraíba;Masculino;51 a 60;A-Condutor Moto;3872
Nordeste;Paraíba;Masculino;51 a 60;AB-Condutor Moto/Carro;35924
Nordeste;Paraíba;Masculino;51 a 60;AC-Condutor Moto/Caminhão;3545
Nordeste;Paraíba;Masculino;51 a 60;AD-Condutor Moto/Ônibus;8751
Nordeste;Paraíba;Masculino;51 a 60;AE-Condutor Moto/Carreta;2157
Nordeste;Paraíba;Masculino;51 a 60;B-Condutor Carro;33367
Nordeste;Paraíba;Masculino;51 a 60;C-Condutor Caminhão;3454
Nordeste;Paraíba;Masculino;51 a 60;D-Condutor Ônibus;7109
Nordeste;Paraíba;Masculino;51 a 60;E-Condutor Carreta;1685
